Collection_ID,Slide_ID,Gen,Clade,Morph,a3_length,a4_length,a5_length,abdomen_width,antenna_length,body_length,body_width,cauda_length,cauda_width,compound_eye_width,forewing_length,hindwing_length,metafemur_length,metatarsomere_length,metatibia_length,n_a3_sensoria,n_a3_setae,n_a4_sensoria,n_a4_setae,n_a5_sensoria,n_a5_setae,n_antennal_segments,n_apical_antenna_setae,n_apical_head_setae,n_bilobed_anal_plate_setae,n_cauda_long_setae,n_cauda_short_setae,n_genital_plate_setae,n_hindwing_hooklets,n_metacoxa_setae,n_metafemur_setae,n_metatarsus_1_setae,n_metatarsus_2_setae,n_metatibia_apical_setae,n_metatibia_setae,n_pedicel_setae,n_rostrum_2_setae,n_scape_setae,n_urs_secondary_setae,pedicel_length,protibia_length,rostrum_length,thorax_width,urs_length,urs_width
"O: H. papyracea A-22; M, MN",Oestlund-Hormaphis papyracea-2046-A-22,5,NA,alate,0.274501513,0.163033306,0.147529103,0.744722514,NA,1.602992339,NA,0.040814635,0.054106042,0.126866801,1.898971529,1.233113738,0.35285301,0.105992083,0.407158179,25,NA,13,NA,8,NA,NA,3,NA,13,2,5,25,2,6,24,NA,7,5,42,NA,NA,NA,6,0.044399468,NA,0.358304903,0.985222106,0.070165057,NA
"CvD: bls1; BH, MD",bls1,5,NA,alate,0.244476561,0.150544235,0.14452107,0.666534213,NA,1.532884,NA,0.039863027,0.06040296,0.144029932,2.055932753,1.181697914,0.376675261,0.104579425,0.444920748,24,NA,15,NA,11,NA,NA,4,NA,14,2,7,24,2,5,18,NA,4,6,30,NA,NA,NA,4,0.045452164,NA,0.393677979,0.889839328,0.076358058,NA
"CvD: bls2; BH, MD",bls2,5,NA,alate,0.317437876,0.167047153,0.172365122,0.92224719,NA,1.52368808,NA,0.041852518,0.059674523,0.160696537,2.30436334,1.414000202,0.40311553,0.108964085,0.479007072,22,NA,11,NA,12,NA,NA,4,NA,16,2,11,23,2,6,22,NA,3,5,38,NA,NA,NA,5,0.055996978,NA,0.376642929,0.860521732,0.081007509,NA
"CvD: bls3; BH, MD",bls3,5,NA,alate,0.309532919,0.15392724,0.173282991,0.989707613,NA,1.825765981,NA,0.048440637,0.057634512,0.146765638,2.272920712,1.359013368,0.379745634,0.104953253,0.444710132,24,NA,8,NA,11,NA,NA,4,NA,14,2,6,25,2,4,22,NA,4,5,33,NA,NA,NA,4,0.047933578,NA,0.368790211,0.860521732,0.073804896,NA
"CvD: bls4-a; BH, MD",bls4-a,5,NA,alate,0.258131447,0.134516828,0.145638396,0.878082798,NA,1.800462191,NA,0.046745271,0.057701599,0.160696537,2.168770251,1.192381509,0.376785293,0.104775738,0.429701692,22,NA,9,NA,11,NA,NA,3,NA,15,2,7,25,2,5,20,NA,3,5,33,NA,NA,NA,3,0.038698913,NA,0.38184061,0.607502252,0.074752051,NA
"CvD: bls4-b; BH, MD",bls4-b,5,NA,alate,0.292019977,0.131722092,0.150956144,0.871871418,NA,1.793755911,NA,0.038319028,0.05607701,0.15749671,2.167269596,1.331738987,0.372747906,0.104047338,0.424417278,22,NA,10,NA,12,NA,NA,3,NA,15,2,9,22,2,NA,22,NA,4,5,39,NA,NA,NA,6,0.042606289,NA,0.378487278,0.906375582,0.07389053,NA
"CvD: bls4-c; BH, MD",bls4-c,5,NA,alate,0.278291851,0.140137955,0.159359,0.832305321,NA,1.806974184,NA,0.036425878,0.060711641,0.141619947,2.224770099,1.369807672,0.391626281,0.103825449,0.439187687,23,NA,10,NA,13,NA,NA,5,NA,17,2,8,26,2,4,23,NA,4,6,39,NA,NA,NA,4,0.040907334,NA,0.396079641,0.860521732,0.075582796,NA
"CvD: bls4-d; BH, MD",bls4-d,5,NA,alate,0.280732085,0.123196761,0.15768314,0.857906436,NA,1.889142192,NA,0.049250082,0.056115,0.152506532,2.199968863,1.36891164,0.396247478,0.103291797,0.443420445,26,NA,10,NA,12,NA,NA,4,NA,14,2,7,28,2,4,26,NA,3,6,39,NA,NA,NA,4,0.042998391,NA,0.350924519,0.850477546,0.075588499,NA
"CvD: bls4-e; BH, MD",bls4-e,5,NA,alate,0.274206822,0.123415848,0.143146823,0.846787329,NA,1.598227894,NA,0.042074257,0.060011571,0.139954041,2.194745438,1.353680115,0.38839794,0.111678882,0.443719902,24,NA,10,NA,9,NA,NA,4,NA,14,2,9,24,3,NA,18,NA,NA,6,34,NA,NA,NA,4,0.044409758,NA,0.37398752,0.797003897,0.070827796,NA
"CvD: bls5a; BH, MD",bls5a,5,NA,alate,0.270863451,0.130181378,0.163965349,0.864022445,NA,1.899362689,NA,0.044983954,0.068403643,0.122747232,2.208663189,1.265911642,0.387787914,0.096964546,0.423987571,23,NA,10,NA,13,NA,NA,4,NA,14,2,9,27,NA,5,19,NA,NA,5,32,NA,NA,NA,4,0.038370038,NA,0.397242186,0.801649691,0.077513104,NA
"CvD: bls5b; BH, MD",bls5b,5,NA,alate,0.239803521,0.142583051,0.145368071,0.895998893,NA,1.646139105,NA,0.046493471,0.051840608,0.155212956,2.165021926,1.341579678,0.362822179,0.100904363,0.417543099,20,NA,10,NA,10,NA,NA,3,NA,14,2,9,23,2,5,21,NA,3,6,30,NA,NA,NA,4,0.03465763,NA,0.358708205,0.806052653,0.078601943,NA
"CvD: bls6a; BH, MD",bls6a,5,NA,alate,0.309452954,0.168814464,0.1574478,0.901108965,NA,1.889733778,NA,0.05697743,0.06050258,0.146647534,2.139637694,1.461387923,0.405698323,0.108885011,0.464059704,28,NA,12,NA,10,NA,NA,3,NA,14,2,9,19,2,5,16,NA,4,6,36,NA,NA,NA,4,0.045860871,NA,0.375059635,0.894724381,0.07736609,NA
"CvD: bls6b; BH, MD",bls6b,5,NA,alate,0.249621138,0.139786413,0.147065728,0.875853732,NA,1.727080028,NA,0.046300281,0.06187428,0.149159976,2.147043009,1.145231975,0.281306255,0.092994101,0.309847913,22,NA,11,NA,12,NA,NA,3,NA,16,2,9,24,2,6,25,NA,3,5,33,NA,NA,NA,6,0.03920556,NA,0.392223643,0.807919476,0.080197123,NA
"CvD: bls6c; BH, MD",bls6c,5,NA,alate,0.277243269,0.134255661,0.138665655,0.813253943,NA,1.913610484,NA,0.039187587,0.052704068,0.160347444,2.088513803,1.298439731,0.286387247,0.089017621,0.303256042,23,NA,10,NA,10,NA,NA,3,NA,16,2,7,27,2,4,17,NA,3,5,33,NA,NA,NA,6,0.039648315,NA,0.399664952,0.849947738,0.072677153,NA
"CvD: bls6d; BH, MD",bls6d,5,NA,alate,0.261959635,0.155959833,0.153384378,0.779813804,NA,1.726031105,NA,0.043710127,0.056388426,0.123073773,2.115539437,1.261947565,0.376006299,0.10639887,0.421322246,25,NA,12,NA,12,NA,NA,4,NA,15,2,9,25,2,4,22,NA,5,6,35,NA,NA,NA,6,0.040545163,NA,0.38570302,0.831302796,0.074735273,NA
CvD: 134a; NH > ID,134a,5,NA,alate,0.206711037,0.097432113,0.095840637,0.777417718,NA,1.79330477,NA,0.024751846,0.043033677,0.139053611,1.863533654,1.146349083,0.317182593,0.087943272,0.375522572,19,NA,8,NA,8,NA,NA,3,NA,13,2,4,20,2,6,9,NA,7,6,26,NA,NA,NA,6,0.037330329,NA,NA,0.744435869,0.04028109,NA
CvD: 134c; NH > ID,134c,5,NA,alate,0.215065376,0.099224503,0.107787802,NA,NA,NA,NA,NA,NA,0.13469247,1.9488105,1.196116364,0.337433572,0.083672112,0.413609039,23,NA,9,NA,8,NA,NA,4,NA,14,2,6,23,2,6,9,NA,8,5,29,NA,NA,NA,6,0.036391216,NA,0.285809751,NA,0.058913462,NA
CvD: 134d; NH > ID,134d,5,NA,alate,0.218875781,0.100882737,0.109621002,NA,NA,NA,NA,0.042361505,0.04717976,0.098408241,1.862128504,0.914054085,0.331251195,0.090987508,0.390619906,22,NA,8,NA,10,NA,NA,4,NA,14,2,6,24,2,5,10,NA,7,6,33,NA,NA,NA,6,0.035410606,NA,0.359979693,NA,0.055653769,NA
CvD: 135a; NH > ID,135a,5,NA,alate,0.218603987,0.1033604,0.113241524,NA,NA,NA,NA,0.040878975,0.046122678,0.146866237,NA,1.077384279,0.332986402,0.093502208,0.409696586,24,NA,10,NA,10,NA,NA,3,NA,15,2,7,20,2,6,16,NA,9,6,32,NA,NA,NA,6,0.037694772,NA,NA,NA,0.055131755,NA
CvD: 135c; NH > ID,135c,5,NA,alate,0.240749541,0.107167451,0.117884732,NA,NA,NA,NA,NA,NA,0.107065851,2.033410576,1.23028481,0.336146215,0.092870852,0.422015955,23,NA,9,NA,10,NA,NA,3,NA,16,2,11,23,2,7,12,NA,8,5,31,NA,NA,NA,NA,0.038445429,NA,0.406023627,NA,0.07037742,NA
CvD: 136c; NH > ID,136c,5,NA,alate,0.21367126,0.101086879,0.109091943,NA,NA,NA,NA,0.043595287,0.049594487,0.137543748,1.966358545,1.26541637,0.341608293,0.093380753,0.423320756,25,NA,10,NA,11,NA,NA,4,NA,17,2,8,23,2,5,13,NA,8,6,34,NA,NA,NA,6,0.035712129,NA,0.355816231,NA,0.05461425,NA
CvD: 136d; NH > ID,136d,5,NA,alate,0.231857319,0.08626069,0.111505787,NA,NA,NA,NA,0.035999819,0.047103773,0.15014566,1.955928028,1.337771321,0.349700558,0.086925257,0.415555396,22,NA,9,NA,11,NA,NA,3,NA,15,2,9,20,2,5,12,NA,8,6,33,NA,NA,NA,6,0.038882513,NA,0.359336461,0.754322301,0.057073245,NA
CvD: 137a; NH > ID,137a,5,NA,alate,0.241090051,0.108733541,0.122679267,NA,NA,NA,NA,0.036029838,0.051996908,0.138303406,1.887006674,1.194341882,0.346233156,0.084645171,0.421553462,25,NA,10,NA,10,NA,NA,4,NA,17,2,7,21,2,5,14,NA,8,6,33,NA,NA,NA,6,0.03937643,NA,0.296466115,2052.392687,0.062894098,NA
CvD: hni1/c; NH > ID,hni1/c,5,NA,alate,0.205064716,0.094053774,0.113390488,0.896556868,NA,1.902418207,NA,0.039863027,0.06040296,0.144029932,1.929734211,NA,0.336733035,0.081936305,0.406897791,22,NA,8,NA,11,NA,NA,4,NA,14,2,8,19,2,5,12,NA,7,6,30,NA,NA,NA,5,0.037595424,NA,NA,0.82726435,NA,NA
CvD: hni1/e; NH > ID,hni1/e,5,NA,alate,0.198442511,0.093362178,0.09629865,NA,NA,NA,NA,0.038557397,0.039336952,0.150300849,1.957866144,1.165393714,0.335069643,0.082784343,0.396002598,19,NA,11,NA,9,NA,NA,4,NA,14,2,6,20,2,6,13,NA,8,6,28,NA,NA,NA,5,0.033815902,NA,NA,0.879446512,NA,NA
CvD: hni1/f; NH > ID,hni1/f,5,NA,alate,0.213189935,0.091334348,0.113982884,NA,NA,NA,NA,NA,NA,0.139043861,1.87959714,NA,0.322811532,0.092681867,0.391388486,29,NA,10,NA,13,NA,NA,3,NA,15,2,10,20,2,5,12,NA,7,6,29,NA,NA,NA,NA,0.040213976,NA,NA,NA,NA,NA
CvD: hni1/g; NH > ID,hni1/g,5,NA,alate,0.211771015,0.096960714,0.098260928,NA,NA,NA,NA,0.038201278,0.044070434,0.151396193,NA,NA,0.33362106,0.089609485,0.400905981,25,NA,9,NA,8,NA,NA,4,NA,16,2,6,18,2,5,16,NA,8,6,30,NA,NA,NA,6,0.038488747,NA,NA,NA,0.057872492,NA
CvD: hni1/h; NH > ID,hni1/h,5,NA,alate,0.234987678,0.101094309,0.110751299,NA,NA,NA,NA,0.04930491,0.049645518,0.143616211,NA,NA,NA,NA,NA,25,NA,8,NA,9,NA,NA,5,NA,16,2,6,15,2,NA,NA,NA,8,6,33,NA,NA,NA,6,0.047613445,NA,NA,NA,0.071269569,NA
CvD: hni1/i; NH > ID,hni1/i,5,NA,alate,0.215452366,0.107073103,0.108920516,NA,NA,NA,NA,0.034680182,0.050080394,0.121138322,1.918055256,1.13097934,0.32282884,0.079373226,0.403465801,24,NA,11,NA,10,NA,NA,5,NA,14,2,8,20,2,5,12,NA,7,6,30,NA,NA,NA,6,0.041518223,NA,NA,NA,NA,NA
CvD: hni2/a; NH > ID,hni2/a,5,NA,alate,0.220287845,0.095955125,0.093749447,0.861887898,NA,NA,NA,NA,NA,0.118273453,1.897017221,1.215756803,0.358684228,0.097158074,0.377684882,24,NA,9,NA,9,NA,NA,3,NA,14,2,6,23,2,5,14,NA,6,6,30,NA,NA,NA,6,0.041057564,NA,NA,NA,NA,NA
CvD: hni2/b; NH > ID,hni2/b,5,NA,alate,0.208244186,0.093338223,0.10121125,NA,NA,NA,NA,0.041355728,0.047538348,0.129607821,1.89705369,1.131238951,0.328972498,0.084531662,0.389647247,21,NA,9,NA,8,NA,NA,5,NA,14,2,6,19,2,5,14,NA,6,6,29,NA,NA,NA,6,0.03619346,NA,0.360877145,NA,0.066997181,NA
CvD: hni2/c; NH > ID,hni2/c,5,NA,alate,0.207813461,0.091896999,0.09391687,NA,NA,NA,NA,0.033507501,0.044717176,0.138147153,1.940096447,NA,0.318559368,0.0845822,0.404090893,20,NA,9,NA,6,NA,NA,5,NA,14,2,6,17,2,5,10,NA,8,6,31,NA,NA,NA,6,0.035333156,NA,0.331201608,NA,0.064407366,NA
CvD: hni2/d; NH > ID,hni2/d,5,NA,alate,0.216973678,0.095958331,0.106066932,NA,NA,NA,NA,NA,NA,0.150353116,1.965068449,1.167897647,0.331389504,0.090949893,0.413331884,21,NA,11,NA,8,NA,NA,5,NA,NA,NA,NA,NA,2,5,14,NA,8,6,30,NA,NA,NA,6,0.040189172,NA,0.339139443,NA,0.059924104,NA
23-04,V-H-15,5,H,aptera,0.047874062,0.043988877,0.078728943,NA,NA,1.168188774,1.202344684,0.066691561,0.046948255,NA,NA,NA,0.286651935,0.073941347,0.293318392,NA,NA,NA,NA,NA,1,5,5,12,12,2,9,15,NA,5,8,2,6,6,14,2,5,2,6,0.046051304,NA,0.333511362,NA,0.076073946,0.04756735
23-05a,V-H-05,5,H,aptera,0.035568952,0.023305958,0.068283586,NA,NA,1.564479249,1.148646144,0.04136993,0.064663253,NA,NA,NA,0.251426727,0.067676889,0.258342709,NA,NA,NA,NA,NA,1,5,4,10,13,2,7,15,NA,5,8,1,6,5,17,1,NA,2,4,0.035860174,NA,0.334641152,NA,0.063354151,0.041426064
23-05b,V-H-06,5,H,aptera,0.041380829,0.020698796,0.066879415,NA,NA,1.45750238,0.957488939,0.040706489,0.060808513,NA,NA,NA,0.274292486,0.069224662,0.27257963,NA,NA,NA,NA,NA,1,4,4,11,15,2,8,16,NA,5,8,2,7,6,19,2,NA,2,6,0.043183231,NA,0.312573963,NA,0.064312484,0.036774436
23-05c,V-H-07,5,H,aptera,0.058826106,0.034568129,0.079580774,NA,NA,1.382457577,0.996236891,0.041131604,0.061144362,NA,NA,NA,0.300719869,0.076072412,0.302659228,NA,NA,NA,NA,NA,1,4,5,13,14,2,8,16,NA,5,12,2,7,6,18,2,6,2,6,0.041927082,NA,0.326983864,NA,0.073769276,0.050206895
23-05d,V-H-08,5,H,aptera,0.038590085,0.033121128,0.070760362,NA,NA,1.579784612,1.145837187,0.038722229,0.049135578,NA,NA,NA,0.304015909,0.07348298,0.321149179,NA,NA,NA,NA,NA,1,5,5,11,12,2,6,16,NA,5,8,2,7,6,17,2,NA,2,6,0.042703183,NA,0.282387741,NA,0.074459471,0.051106422
23-05e,V-H-09,5,H,aptera,0.046485314,0.027707079,0.075859988,NA,NA,1.564662432,1.056769464,0.042560751,0.060007233,NA,NA,NA,0.291851543,0.072112213,0.307588874,NA,NA,NA,NA,NA,1,5,3,13,14,2,8,17,NA,6,10,1,6,5,16,2,6,2,4,0.045382609,NA,0.259753847,NA,0.06789643,0.036909343
23-05f,V-H-10,5,H,aptera,0.045446809,0.034287734,0.074979006,NA,NA,1.612264514,1.156647168,0.037181565,0.066620917,NA,NA,NA,0.284527293,0.069853166,0.316961951,NA,NA,NA,NA,NA,1,4,4,10,12,2,8,16,NA,4,9,2,6,6,14,2,6,1,5,0.042420149,NA,0.318225876,NA,0.069851213,0.035637795
23-10a,V-H-11,5,H,aptera,0.05007659,0.038924513,0.079396697,NA,NA,1.152980639,0.867006406,0.059724996,0.041303362,NA,NA,NA,0.280684956,0.077163888,0.294276488,NA,NA,NA,NA,NA,1,5,4,9,14,2,8,11,NA,5,9,2,6,6,19,2,NA,2,6,0.040676504,NA,0.290613768,NA,0.069695514,0.043359389
23-10b,V-H-12,5,H,aptera,0.053491927,0.045192874,0.075733267,NA,NA,1.375943061,0.931357963,0.059293057,0.057836173,NA,NA,NA,0.278720728,0.080140221,0.297370605,NA,NA,NA,NA,NA,1,5,4,12,13,2,9,13,NA,5,8,1,7,6,18,2,NA,2,6,0.042792607,NA,0.301462922,NA,0.067960938,0.053208104
23-10c,V-H-13,5,H,aptera,0.043597972,0.043205998,0.074345029,NA,NA,1.504394162,0.971467106,0.064592821,0.048764152,NA,NA,NA,0.30814198,0.079190634,0.30563572,NA,NA,NA,NA,NA,1,5,5,15,14,2,6,18,NA,5,12,2,8,6,16,2,NA,2,4,0.03907382,NA,NA,NA,0.073194482,0.037203437
23-10d,V-H-14,5,H,aptera,0.048326443,0.041506788,0.078392033,NA,NA,1.538034465,1.032475963,0.058953547,0.04503816,NA,NA,NA,0.280293027,0.077160019,0.299023516,NA,NA,NA,NA,NA,1,5,5,11,12,2,8,16,NA,5,13,2,6,6,19,2,NA,1,5,0.044171835,NA,0.311184218,NA,0.075856912,0.037141294
23-12a,V-H-01,5,H,aptera,0.05017901,0.040356556,0.079017853,NA,NA,1.628376439,1.097303109,0.051324233,0.06000887,NA,NA,NA,0.290699125,0.088554172,0.311801358,NA,NA,NA,NA,NA,1,5,4,12,10,2,9,11,NA,6,9,1,6,5,19,2,NA,2,3,0.041531785,NA,0.248932793,NA,0.07084831,0.046982199
23-12b,V-H-02,5,H,aptera,0.047925955,0.048823499,0.085377404,NA,NA,1.49746362,0.928088289,0.030919091,0.052781542,NA,NA,NA,0.27906819,0.072190622,0.318324558,NA,NA,NA,NA,NA,1,5,5,12,11,2,7,12,NA,5,10,1,5,5,22,2,6,2,5,0.043822071,NA,0.320566716,NA,0.06200852,0.037655008
23-12c,V-H-03,5,H,aptera,0.039216011,0.038265667,0.068248539,NA,NA,1.256685775,0.793649958,NA,NA,NA,NA,NA,0.263926288,0.077775936,0.264300248,NA,NA,NA,NA,NA,1,5,4,11,15,2,4,13,NA,4,8,NA,5,4,18,2,NA,2,4,0.041676232,NA,0.264372268,NA,0.066676295,0.038190375
23-12d,V-H-04,5,H,aptera,0.037369128,0.031561238,0.069549784,NA,NA,1.206665827,0.679907219,0.037719292,0.056572313,NA,NA,NA,0.271548743,0.070992391,0.296326212,NA,NA,NA,NA,NA,1,5,4,11,13,2,9,13,NA,4,14,1,5,5,22,2,NA,2,3,0.036897968,NA,0.247708947,NA,0.066056707,0.043073618
99-57a,V-L-01,5,L,aptera,0.060021645,0.056187541,0.098294947,NA,NA,1.725715284,1.167264163,0.054883359,0.072284797,NA,NA,NA,0.342707718,0.09515813,0.348594419,NA,NA,NA,NA,NA,1,5,3,10,16,2,8,15,NA,4,19,1,6,6,24,1,6,3,4,0.068380261,NA,0.42716,NA,0.08315762,0.043963809
99-57b,V-L-02,5,L,aptera,0.085942256,0.081056423,0.109208988,NA,NA,1.651731464,1.136194396,0.045826591,0.062179077,NA,NA,NA,0.252407492,0.080906314,0.250004821,NA,NA,NA,NA,NA,1,5,4,13,12,2,9,18,NA,5,11,1,6,6,26,1,5,2,2,0.056903787,NA,0.346071924,NA,0.08833205,0.046322167
99-57c,V-L-03,5,L,aptera,0.067138169,0.058659972,0.104961713,NA,NA,1.802222955,1.245376919,0.046284908,0.066589693,NA,NA,NA,0.356006759,0.093055643,0.349860859,NA,NA,NA,NA,NA,1,5,3,11,14,2,8,22,NA,3,20,1,5,6,29,2,NA,2,4,0.055707948,NA,0.357562962,NA,0.088595513,0.04317149
99-57d,V-L-04,5,L,aptera,0.065931357,0.059701258,0.097426004,NA,NA,1.936666789,1.104901459,0.033128614,0.049856305,NA,NA,NA,0.338395126,0.092400276,0.332493845,NA,NA,NA,NA,NA,1,5,3,9,16,2,7,19,NA,5,19,1,5,6,24,1,NA,2,5,0.05324042,NA,0.395934329,NA,0.082767926,0.046028892
99-57e,V-L-05,5,L,aptera,0.050961791,0.052766615,0.089298895,NA,NA,1.797573388,1.127660668,0.052116468,0.067480361,NA,NA,NA,0.317902158,0.079804547,0.332704873,NA,NA,NA,NA,NA,1,5,5,12,13,2,8,16,NA,3,18,1,7,6,24,2,6,2,4,0.049471317,NA,0.390368044,NA,0.090467789,0.044341096
99-57f,V-L-06,5,L,aptera,0.043181816,0.056133203,0.072223112,NA,NA,1.57346854,1.094411405,0.049311914,0.062498155,NA,NA,NA,0.306355187,0.083839153,0.312290606,NA,NA,NA,NA,NA,1,5,5,7,13,2,8,19,NA,4,13,2,7,6,26,2,6,2,5,0.052697764,NA,0.362476323,NA,0.078846907,0.042314879
99-57g,V-L-07,5,L,aptera,0.070493267,0.07099455,0.110349908,NA,NA,1.705591484,1.132895368,0.077192742,0.046783436,NA,NA,NA,0.341495513,0.098836779,0.347479126,NA,NA,NA,NA,NA,1,5,5,9,12,2,11,18,NA,5,16,2,7,4,25,2,5,2,4,0.051513964,NA,0.316480305,NA,0.071987984,0.038781573
99-57h,V-L-08,5,L,aptera,0.057075058,0.056405829,0.082096692,NA,NA,1.664453398,1.069926783,0.041893004,0.057819157,NA,NA,NA,0.317264207,0.083877351,0.322946268,NA,NA,NA,NA,NA,1,5,4,7,13,2,10,21,NA,NA,20,1,8,6,25,2,5,2,4,0.052208496,NA,0.348695027,NA,0.083820534,0.051105482
99-57i,V-L-09,5,L,aptera,0.058205963,0.053182714,0.083302403,NA,NA,1.708609402,1.119383882,0.056182532,0.064962114,NA,NA,NA,0.33628633,0.09136162,0.336232401,NA,NA,NA,NA,NA,1,5,4,11,19,2,6,16,NA,5,17,1,7,5,27,2,NA,2,4,0.042052817,NA,0.331584681,NA,0.085473007,0.051123954
99-57j,V-L-10,5,L,aptera,0.063548921,0.059531772,0.098336936,NA,NA,1.732671918,1.145110222,0.045012907,0.065439309,NA,NA,NA,0.340638774,0.077449324,0.330157124,NA,NA,NA,NA,NA,1,5,4,12,18,2,9,19,NA,5,13,2,6,6,25,0,6,2,5,0.067027772,NA,0.376955591,NA,0.085972407,0.050358182
23-18a,V-N-01,5,N,aptera,0.05125198,0.047909568,0.090991633,NA,NA,1.569674996,1.066026451,0.069801985,0.056927135,NA,NA,NA,0.332208598,0.08799299,0.347453604,NA,NA,NA,NA,NA,1,5,4,12,17,2,9,19,NA,6,15,2,8,6,31,2,6,2,6,0.048909256,NA,NA,NA,0.094347251,0.043101882
23-18b,V-N-02,5,N,aptera,0.051831416,0.053091579,0.088522405,NA,NA,1.637235995,1.060510704,0.065231656,0.057405527,NA,NA,NA,0.314720717,0.0867696,0.33647615,NA,NA,NA,NA,NA,1,5,4,14,15,2,11,19,NA,6,14,1,8,6,32,2,6,2,6,0.049702569,NA,NA,NA,0.087835743,0.051374616
23-18c,V-N-03,5,N,aptera,0.059865495,0.048274388,0.095871517,NA,NA,1.436507495,1.032041841,0.06589292,0.063251212,NA,NA,NA,0.331763001,0.088766512,0.344272545,NA,NA,NA,NA,NA,1,5,5,15,17,2,12,18,NA,6,18,2,7,5,30,2,6,2,6,0.056969193,NA,NA,NA,0.089098284,0.055033008
23-18d,V-N-04,5,N,aptera,0.05199101,0.05318132,0.08742352,NA,NA,1.43297075,0.95731501,0.06200869,0.04102905,NA,NA,NA,0.29908909,0.0811594,0.31785843,NA,NA,NA,NA,NA,1,5,5,16,15,2,9,17,NA,6,16,2,8,6,23,1,6,2,5,0.0481428,NA,NA,NA,0.08488776,0.04897738
23-18e,V-N-05,5,N,aptera,0.06170899,0.04470772,0.08894937,NA,NA,1.23181211,0.89847492,0.0646974,0.04790313,NA,NA,NA,0.31604788,0.08649164,0.34326978,NA,NA,NA,NA,NA,1,5,3,16,15,2,7,22,NA,5,17,2,8,6,32,1,6,3,6,0.05236654,NA,0.379577,NA,0.09239024,0.05413585
23-18f,V-N-06,5,N,aptera,0.04017209,0.046763163,0.074401034,NA,NA,1.3112657,0.829748679,0.060527138,0.05124598,NA,NA,NA,0.314334763,0.082392979,0.329689466,NA,NA,NA,NA,NA,1,5,5,10,16,2,6,21,NA,6,15,3,8,6,28,1,6,2,6,0.052941022,NA,0.382265874,NA,0.090052785,0.057676927
23-18g,V-N-07,5,N,aptera,0.04177377,0.04776996,0.08709539,NA,NA,1.344191,0.80384444,0.06180434,0.05330765,NA,NA,NA,0.3032238,0.07897518,0.32374953,NA,NA,NA,NA,NA,1,5,5,12,14,2,8,18,NA,6,16,2,8,6,30,1,6,2,5,0.04657061,NA,0.38716188,NA,0.08113768,0.04911913
94-27a,V-N-08,5,N,aptera,0.049585019,0.036377493,0.081871608,NA,NA,1.708688327,1.202344684,0.057096275,0.05322434,NA,NA,NA,0.316291496,0.075693497,0.324116164,NA,NA,NA,NA,NA,1,5,5,15,13,2,9,16,NA,6,14,2,8,6,27,2,5,2,6,0.04517497,NA,NA,NA,0.08785067,0.042826341
94-27b,V-N-09,5,N,aptera,0.051799225,0.045190591,0.097962126,NA,NA,1.790484945,1.202344684,0.081700989,0.069548298,NA,NA,NA,0.327648197,0.073203734,0.341607824,NA,NA,NA,NA,NA,1,5,5,13,14,3,8,19,NA,6,17,1,8,6,31,1,NA,2,6,0.044579743,NA,0.317539785,NA,0.087885338,0.059848038
94-27c,V-N-10,5,N,aptera,0.05270647,0.03971188,0.09049156,NA,NA,NA,NA,0.07204274,0.05842067,NA,NA,NA,0.30961275,0.07775601,0.31963512,NA,NA,NA,NA,NA,NA,5,4,NA,14,2,10,18,NA,5,15,2,8,5,28,NA,NA,NA,6,0.04687981,NA,0.28567808,NA,0.07949869,0.05290676
94-27d,V-N-11,5,N,aptera,0.05689164,0.04431012,0.09343581,NA,NA,1.63127517,NA,NA,NA,NA,NA,NA,0.32404235,0.08032524,0.33688578,NA,NA,NA,NA,NA,1,5,4,11,13,2,9,15,NA,6,14,3,8,6,29,2,NA,2,NA,0.04458478,NA,NA,NA,0.08573859,0.04828075
94-27e,V-N-12,5,N,aptera,0.05026242,0.04240375,0.08423412,NA,NA,1.6274238,1.1420577,0.07981637,0.05765702,NA,NA,NA,0.30894743,0.07261422,0.28403394,NA,NA,NA,NA,NA,1,5,4,14,16,2,11,19,NA,5,14,2,8,6,19,2,NA,2,NA,0.05245091,NA,NA,NA,0.0764972,0.04904042
94-27f,V-N-13,5,N,aptera,0.051041392,0.04087562,0.091244444,NA,NA,1.707326836,1.295153194,0.073341409,0.057833384,NA,NA,NA,0.312498274,0.071275367,0.329477863,NA,NA,NA,NA,NA,1,5,5,NA,14,2,9,18,NA,6,16,NA,8,6,28,1,NA,2,6,0.045891358,NA,NA,NA,0.087216108,0.050779988
94-27g,V-N-14,5,N,aptera,0.049666311,0.044687565,0.097862861,NA,NA,1.781238592,1.286838469,0.085405427,0.068680144,NA,NA,NA,0.332256455,0.079399134,0.344241801,NA,NA,NA,NA,NA,1,5,5,13,15,3,10,17,NA,5,15,4,8,6,30,2,NA,2,5,0.044131855,NA,0.430275909,NA,0.08428101,0.070351572
94-27h,V-N-15,5,N,aptera,0.052230088,0.046060057,0.100923678,NA,NA,1.774942495,1.33239674,0.07975287,0.059680894,NA,NA,NA,0.32980652,0.078968177,0.338435016,NA,NA,NA,NA,NA,1,5,5,13,12,2,10,19,NA,5,17,3,7,6,32,2,NA,2,5,0.056442436,NA,NA,NA,0.08670472,0.043462201
